!\EXCLAMATION-POINT	%Ekskl@"meIS@n%pOInt
"CLOSE-QUOTE	"kloUz"kwoUt
SHIFTER	"SIftE`
SHIFTING	"SIftIN
SHIFTLESS	"SIftlIs
SHIFTS	"SIfts
SHIFTY	"SIfti
SHIGEKI	SI"geIki
SHIGEKUNI	%Si:gI"ku:ni
SHIGEO	SI"geIoU
SHIGERU	SI"geIru:
SHIGLEY	"SIgli
SHIH	"Si:
SHIHAN	"Si:%hA:n
SHIINA	"Si:n@
SHIITE	"Si:%aIt
SHIITES	"Si:%aIts
SHILEY	"SIli
SHILL	"SIl
SHILLER	"SIlE`
SHILLING	"SIlIN
SHILLINGBURG	"SIlINbE`g
SHILLINGER	"SIlIndZE`
SHILLINGLAW	"SIlIN%lO
SHILLINGS	"SIlINz
SHILLINGTON	"SIlINt@n
SHILOH	"SaIloU
SHILTS	"SIlts
SHIM	"SIm
SHIMA	"Si:m@
SHIMABUKURO	Si:mA:bu:"kUroU
SHIMADA	Si:"mA:d@
SHIMBUN	"SIm%b@n, "SIm%bu:n
SHIMEK	"SImIk
SHIMEL	"SIm@l
SHIMER	"SaImE`
SHIMIZU	SI"mi:zu:
SHIMKO	"SImkoU
SHIMKUS	"SImk@s
SHIMMEL	"SIm@l
SHIMMER	"SImE`
SHIMMERED	"SImE`d
SHIMMERING	"SImE`IN
SHIMMERLIK	"SImE`lIk
SHIMMERS	"SImE`z
SHIMMIN	"SImIn
SHIMMY	"SImi
SHIMODA	SI"moUd@
SHIMOGA	SI"moUg@
SHIMOKAWA	%SImoU"kA:w@
SHIMON	"Si:moUn, "Si:m@n
SHIMONE	"Si:moUn
SHIMP	"SImp
SHIN	"SIn
SHINALL	"SIn@l
SHINAULT	"SInaUlt
SHINBEIN	"SIn%baIn
SHINBONE	"SIn%boUn
SHINDIG	"SIndIg
SHINDLE	"SInd@l
SHINDLEDECKER	"SInd@ldIkE`
SHINDLER	"SIndlE`
SHINDLER'S	"SIndlE`z
SHINDOU	"SIn%doU
SHINE	"SaIn
SHINED	"SaInd
SHINER	"SaInE`
SHINES	"SaInz
SHING	"SIN
SHINGLE	"SINg@l
SHINGLEDECKER	"SINg@ldIkE`
SHINGLER	"SINlE`
SHINGLES	"SINg@lz
SHINGLETON	"SINg@lt@n
SHINICHI	SI"ni:tSi
SHINING	"SaInIN
SHINKLE	"SINk@l
SHINKO	"SINkoU
SHINN	"SIn
SHINNERS	"SInE`z
SHINNICK	"SInIk
SHINRI	"SInri
SHINRIKYO	SIn"ri:kjoU
SHINSEI	SIn"seI
SHINSKY	"SInski
SHINTARO	SIn"tA:roU
SHINTO	"SIn%toU
SHINWA	"SInw@
SHINXIAKU	%SIntS"jA:ku:
SHINY	"SaIni
SHINYUKA	%SIn"ju:k@
SHIONG	"Si:ON
SHIONOGI	%Si:@"noUgi
SHIP	"SIp
SHIP'S	"SIps
SHIPBOARD	"SIp%bOrd
SHIPBUILDER	"SIp%bIldE`
SHIPBUILDERS	"SIp%bIldE`z
SHIPBUILDING	"SIp%bIldIN
SHIPBUILDINGS	"SIp%bIldINz
SHIPE	"SaIp
SHIPES	"SaIps
SHIPHOLDING	"SIp%hoUldIN
SHIPLETT	"SIplIt
SHIPLEY	"SIpli
SHIPLOAD	"SI%ploUd
SHIPLOADS	"SI%ploUdz
SHIPMAN	"SIpm@n
SHIPMATE	"SIp%meIt
SHIPMATES	"SIp%meIts
SHIPMENT	"SIpm@nt
SHIPMENTS	"SIpm@nts
SHIPOWNER	"SI%poUnE`
SHIPOWNERS	"SI%poUnE`z
SHIPP	"SIp
SHIPP'S	"SIps
SHIPPED	"SIpt
SHIPPEE	"SI"pi:
SHIPPER	"SIpE`
SHIPPER'S	"SIpE`z
SHIPPERS	"SIpE`z
SHIPPEY	"SIpi
SHIPPING	"SIpIN
SHIPPINGPORT	"SIpIN%pOrt
SHIPPS	"SIps
SHIPPY	"SIpi
SHIPS	"SIps
SHIPS'	"SIps
SHIPSHAPE	"SIp%SeIp
SHIPTON	"SIpt@n
SHIPWASH	"SIp%wA:S
SHIPWRECK	"SIprEk
SHIPWRIGHT	"SI%praIt
SHIPWRIGHTS	"SI%praIts
SHIPYARD	"SI%pjA:rd
SHIPYARD'S	"SI%pjA:rdz
SHIPYARDS	"SI%pjA:rdz
SHIR	"SE`:
SHIRA	"SIr@
SHIRAH	"SIr@
SHIRAISHI	SIrA:"i:Si
SHIRAZI	SI"rA:zi
SHIRE	"SaIr
SHIRELL	SI"rEl
SHIRELLE	SI"rEl
SHIREMAN	SI"reIm@n
SHIREMANSTOWN	"SaIrm@nz%taUn
SHIRER	"SaIE`r
SHIRES	"SaIrz
SHIREY	"SaIri
SHIRIN	"SIr@n
SHIRK	"SE`:k
SHIRKED	"SE`:kt
SHIRKEY	"SE`:ki
SHIRKING	"SE`:kIN
SHIRL	"SE`:l
SHIRLEE	"SE`:li
SHIRLEEN	SE`"li:n
SHIRLENE	"SE`:li:n
SHIRLEY	"SE`:li
SHIRLEY'S	"SE`:li:z
SHIRLIE	"SE`:li
SHIROMA	SI"roUm@
SHIRONE	SI"roUn
SHIRR	"SE`:
SHIRRELL	%SE`:"El
SHIRT	"SE`:t
SHIRTED	"SE`:t@d
SHIRTING	"SE`:tIN
SHIRTS	"SE`:ts
SHIRTSLEEVE	"SE`:t%sli:v
SHISEIDO	SI"seIdoU
SHISHIDO	Si:"Si:doU
SHISLER	"SIs@lE`, "SIslE`
SHISSLER	"SIslE`
SHIT	"SIt
SHITHEAD	"SIt%hEd
SHITHOLE	"SIt%hoUl
SHITILA	S@"tIl@
SHITS	"SIt
SHITSTORM	"SIt%stOrm
SHITTING	"SItIN
SHITTY	"SI%ti:
SHIU	"Su:
SHIVA	"Si:v@
SHIVE	"SaIv
SHIVELEY	"SIvIli, "SIvli
SHIVELY	"SaIvli
SHIVER	"SIvE`
SHIVERDECKER	"SIvE`dIkE`
SHIVERED	"SIvE`d
SHIVERING	"SIvE`IN
SHIVERS	"SIvE`z
SHIVES	"SaIvz
SHIVLEY	"SIvli
SHIYUAN	"Si:u:A:n
SHIZUKA	SI"zu:k@
SHIZUOKA	Si:z"woUk@
SHLAES	"SleIz
SHLENKER	"SlENkE`
SHLOBIDAN	SloU"bId@n
SHMOOZE	"Smu:z
SHMOOZER	"Smu:zE`
SHMOOZING	"Smu:zIN
SHMYREV	"Smi:%rEv
SHOAF	"SoUf
SHOAFF	"SoUf
SHOALS	"SoUlz
SHOBANA	%SoU"bA:n@
SHOBANA'S	%SoU"bA:n@z
SHOBANNA	%SoU"bA:n@
SHOBANNA'S	%SoU"bA:n@z
SHOBE	"SoUb
SHOBER	"SoUbE`
SHOBERG	"SoUbE`g
SHOBERT	"SA:bE`t
SHOCK	"SA:k
SHOCKED	"SA:kt
SHOCKER	"SA:kE`
SHOCKEY	"SA:ki
SHOCKING	"SA:kIN
SHOCKINGLY	"SA:kINli
SHOCKLEY	"SA:kli
SHOCKS	"SA:ks
SHOCKWAVE	"SA:%kweIv
SHOCKWAVES	"SA:%kweIvz
SHOD	"SA:d
SHODDY	"SA:di
SHOE	"Su:
SHOE'S	"Su:z
SHOEBOX	"Su:bA:ks
SHOEHORN	"Su:%hOrn
SHOEHORNED	"Su:hOrnd
SHOELACE	"Su:%leIs
SHOELACES	"Su:%leIsIz
SHOEMAKE	"Su:%meIk
SHOEMAKER	"Su:%meIkE`
SHOEMAKERS	"Su:%meIkE`z
SHOEMATE	"Su:%meIt
SHOEN	"Su:n
SHOEPRINT	"Su:%prInt
SHOEPRINTS	"Su:%prInts
SHOES	"Su:z
SHOESHINE	"Su:%SaIn
SHOESTRING	"Su:%strIN
SHOFF	"SOf
SHOFFNER	"SOfnE`
SHOFNER	"SA:fnE`
SHOGREN	"SA:grEn
SHOGUN	"SoUg@n
SHOHAT	"SoUh{t
SHOICHI	SoU"i:tSi
SHOICHIRO	%SoUI"tSIroU
SHOJI	"SoUdZi
SHOKHIN	"SoU%kIn
SHOKO	"SoUkoU
SHOLAR	"SoUlE`
SHOLEM	"SoUl@m
SHOLES	"SoUlz
SHOLL	"SA:l
SHOLLENBERGER	"SA:l@nbE`gE`
SHOLLY	"SA:li
SHOLTIS	"SoUltIs
SHOLTO	"SoUltoU
SHOMAKER	"SoU%meIkE`
SHOMO	"SoUmoU
SHON	"SA:n
SHONA	"SoUn@
SHONE	"SoUn
SHONEY	"SoUni
SHONEY'S	"SoUni:z
SHONK	"SA:Nk
SHONKA	"SA:Nk@
SHONKWILER	"SA:N%kwaIlE`
SHONTZ	"SA:nts
SHOO	"Su:
SHOOB	"Su:b
SHOOED	"Su:d
SHOOFLY	"Su:%flaI
SHOOK	"SUk
SHOOP	"Su:p
SHOOPMAN	"Su:pm@n
SHOOSHAN	"Su:S@n
SHOOT	"Su:t
SHOOTDOWN	"Su:t%daUn
SHOOTER	"Su:tE`
SHOOTER'S	"Su:tE`z
SHOOTERS	"Su:tE`z
SHOOTIN'	"Su:tIn
SHOOTING	"Su:tIN
SHOOTINGS	"Su:tINz
SHOOTOUT	"Su:taUt
SHOOTOUTS	"Su:taUts
SHOOTS	"Su:ts
SHOP	"SA:p
SHOP'S	"SA:ps
SHOPE	"SoUp
SHOPKEEPER	"SA:p%ki:pE`
SHOPKEEPER'S	"SA:p%ki:pE`z
SHOPKEEPERS	"SA:p%ki:pE`z
SHOPKO	"SA:pkoU
SHOPKORN	"SA:p%kOrn
SHOPLIFT	"SA:%plIft
SHOPLIFTER	"SA:%plIftE`
SHOPLIFTERS	"SA:%plIftE`z
SHOPLIFTING	"SA:%plIftIN
SHOPLIFTS	"SA:%plIfts
SHOPPE	"SA:p
SHOPPED	"SA:pt
SHOPPER	"SA:pE`
SHOPPER'S	"SA:pE`z
SHOPPERS	"SA:pE`z
SHOPPERS'	"SA:pE`z
SHOPPES	"SA:ps
SHOPPING	"SA:pIN
SHOPPING'S	"SA:pINz
SHOPS	"SA:ps
SHOPTAW	"SA:ptO
SHOPWELL	"SA:p%wEl
SHOPWORN	"SA:p%wOrn
SHOR	"SOr
SHORB	"SOrb
SHORE	"SOr
SHORE'S	"SOrz
SHOREBIRD	"SOr%bE`:d
SHORED	"SOrd
SHOREHAM	"SOr@m, "SOr%h{m
SHORELINE	"SOr%laIn
SHORENSTEIN	"SOr@nsti:n, "SOr@nstaIn
SHORES	"SOrz
SHOREWARD	"SOrwE`d
SHOREY	"SOri
SHORIN	"SOrIn
SHORING	"SOrIN
SHORKEY	"SOrki
SHORN	"SOrn
SHORR	"SOr
SHORT	"SOrt
SHORT-LIVED	%SOrt"lIvd
SHORT-SIGHTED	%SOrt"saIt@d
SHORT-TERM	%SOrt"tE`:m
SHORT-WINDED	"SOr"twIndId
SHORTAGE	"SOrt@dZ, "SOrtIdZ
SHORTAGES	"SOrt@dZ@z, "SOrtIdZIz
SHORTALL	"SOrt@l
SHORTCAKE	"SOrt%keIk
SHORTCHANGE	%SOrt"tSeIndZ
SHORTCHANGED	%SOrt"tSeIndZd
SHORTCHANGING	%SOrt"tSeIndZIN
SHORTCOMING	"SOrt%k@mIN
SHORTCOMINGS	"SOrt%k@mINz
SHORTCUT	"SOrt%k@t
SHORTCUTS	"SOrt%k@ts
SHORTED	"SOrtId
SHORTELL	SOr"tEl
SHORTEN	"SOrt@n
SHORTENED	"SOrt@nd
SHORTENING	"SOrt@nIN, "SOrtnIN
SHORTENS	"SOrt@nz
SHORTER	"SOrtE`
SHORTER'S	"SOrtE`z
SHORTEST	"SOrtIst
SHORTFALL	"SOrt%fOl
SHORTFALLS	"SOrt%fOlz
SHORTGRASS	"SOrt%gr{s
SHORTHAIR	"SOrt%hEr
SHORTHAIRED	"SOrt%hErd
SHORTHAND	"SOrt%h{nd
SHORTING	"SOrtIN
SHORTLIVED	"SOrt"lIvd, "SOrt"laIvd
SHORTLY	"SOrtli
SHORTNESS	"SOrtn@s
SHORTRIDGE	"SOrtrIdZ
SHORTS	"SOrts
SHORTS'	"SOrts
SHORTSIGHTED	"SOrt"saItId
SHORTSIGHTEDNESS	"SOrt"saItIdnIs
SHORTSTOP	"SOrt%stA:p
SHORTT	"SOrt
SHORTTERM	"SOrt%tE`:m
SHORTWAVE	"SOr"tweIv
SHORTY	"SOrti
SHORTZ	"SOrts
SHORTZ'	"SOrts
SHORTZ'S	"SOrtsIz
SHOSH	"SoUS
SHOSHONE	SoU"SoUni
SHOSTAK	"SA:st@k
SHOSTAKOVICH	%SOst@"koUvItS
SHOT	"SA:t
SHOTGUN	"SA:t%g@n
SHOTGUNS	"SA:t%g@nz
SHOTS	"SA:ts
SHOTT	"SA:t
SHOTTS	"SA:ts
SHOTWELL	"SA:%twEl
SHOUGANG	"SaU"gA:N
SHOUGH	"SaU
SHOULD	"SUd
SHOULD'VE	"SUd@v
SHOULDER	"SoUldE`
SHOULDERED	"SoUldE`d
SHOULDERING	"SoUldE`IN
SHOULDERS	"SoUldE`z
SHOULDN'T	"SUd@nt
SHOULI	"Su:li
SHOULTS	"SoUlts
SHOULTZ	"SoUlts
SHOUMAKER	"Su:%meIkE`
SHOUN	"SaUn
SHOUP	"Su:p
SHOUPE	"Su:p
SHOUSE	s"haUs
SHOUT	"SaUt
SHOUTED	"SaUt@d, "SaUtId
SHOUTING	"SaUtIN
SHOUTS	"SaUts
SHOVAL	"SoUv{l
SHOVE	"SVv
SHOVED	"SVvd
SHOVEL	"SVv@l
SHOVELED	"SVv@ld
SHOVELING	"SVvlIN
SHOVELS	"SVv@lz
SHOVER	"SVvE`
SHOVES	"SVvz
SHOVING	"SVvIN
SHOVLIN	"SA:vlIn
SHOW	"SoU
SHOW'S	"SoUz
SHOWA	"SoU@
SHOWALTER	"SoU@ltE`
SHOWBIZ	"SoUbIz
SHOWBOAT	"SoU%boUt
SHOWBOAT'S	"SoU%boUts
SHOWBUZZ	"SoU%b@z
SHOWCASE	"SoU%keIs
SHOWCASED	"SoU%keIst
SHOWCASES	"SoU%keIsIz
SHOWCASING	"SoUkeIsIN
SHOWDOWN	"SoU%daUn
SHOWDOWNS	"SoU%daUnz
SHOWED	"SoUd
SHOWELL	"SA:wEl
SHOWER	"SaUE`
SHOWERED	"SaUE`d
SHOWERING	"SaUE`IN
SHOWERS	"SaUE`z
SHOWGIRL	"SoU%gE`:l
SHOWGIRLS	"SoU%gE`:lz
SHOWIEST	"SoUi:@st
SHOWING	"SoUIN
SHOWINGS	"SoUINz
SHOWMAN	"SoUm@n
SHOWMANSHIP	"SoUm@n%SIp
SHOWN	"SoUn
SHOWPIECE	"SoU%pi:s
SHOWPLACE	"SoU%pleIs
SHOWROOM	"SoU%rUm, "SoU%ru:m
SHOWROOMS	"SoU%ru:mz
SHOWS	"SoUz
SHOWS'	"SoUz
SHOWSCAN	"SoU%sk{n
SHOWTIME	"SoU%taIm
SHOWTIME'S	"SoU%taImz
SHOWY	"SoUi
SHRADER	"SreIdE`
SHRAKE	"SreIk
SHRAMEK	"Sr{mIk
SHRANK	"Sr{Nk
SHRAPNEL	"Sr{pn@l
SHRECK	"SrEk
SHRED	"SrEd
SHREDDED	"SrEd@d, "SrEdId
SHREDDER	"SrEdE`
SHREDDERS	"SrEdE`z
SHREDDING	"SrEdIN
SHREDS	"SrEdz
SHREEVE	"Sri:v
SHREFFLER	"SrEflE`
SHREIBER	"SraIbE`
SHREINER	"SraInE`
SHREK	"SrEk
SHREVE	"Sri:v
SHREVEPORT	"Sri:v%pOrt
SHREVES	"Sri:vz
SHREWD	"Sru:d
SHREWDEST	"Sru:d@st
SHREWDLY	"Sru:dli
SHREWDNESS	"Sru:dn@s
SHREWSBERRY	"Sru:z%bEri
SHREWSBURY	"Sru:z%bEri
SHRI	"Sri:
SHRIBER	"SraIbE`
SHRIBMAN	"SrIbm@n
SHRIDER	"SraIdE`
SHRIEK	"Sri:k
SHRIEKED	"Sri:kt
SHRIEKING	"Sri:kIN
SHRIEKS	"Sri:ks
SHRIFT	"SrIft
SHRIKANT	%Sri:"kA:nt
SHRIKELIKE	"SraI%klaIk
SHRILL	"SrIl
SHRIMP	"SrImp
SHRIMPER	"SrImpE`
SHRIMPERS	"SrImpE`z
SHRINE	"SraIn
SHRINER	"SraInE`
SHRINERS	"SraInE`z
SHRINES	"SraInz
SHRINK	"SrINk
SHRINKAGE	"SrINkIdZ
SHRINKING	"SrINkIN
SHRINKS	"SrINks
SHRIVEL	"SrIv@l
SHRIVELED	"SrIv@ld
SHRIVELING	"SrIv@lIN, "SrIvlIN
SHRIVER	"SraIvE`
SHROCK	"SrA:k
SHRODE	"SroUd
SHROFF	"SrOf
SHRONTZ	"SrA:nts
SHROPSHIRE	"SrA:p%SaIr
SHROUD	"SraUd
SHROUDED	"SraUdId
SHROUDING	"SraUdIN
SHROUDS	"SraUdz
SHROUT	"SraUt
SHROYER	"SrOIE`
SHRUB	"SrVb
SHRUBBERY	"SrVbE`i
SHRUBBY	"SrVbi
SHRUBLIKE	"SrV%blaIk
SHRUBS	"SrVbz
SHRUG	"SrVg
SHRUGGED	"SrVgd
SHRUGGING	"SrVgIN
SHRUGS	"SrVgz
SHRUM	"SrVm
SHRUNK	"SrVNk
SHRUNKEN	"SrVNk@n
SHRYOCK	"SraIA:k
SHTICK	S"tIk
SHTYROV	S"ti:rOv
SHU	"Su:
SHUART	"Su:E`t
SHUBERT	"Su:bE`t
SHUBIN	"Su:bIn
SHUCHMAN	"SVkm@n
SHUCHMAN'S	"SVkm@nz
SHUCK	"SVk
SHUCKED	"SVkt
SHUCKING	"SVkIN
SHUCKS	"SVks
SHUDA	"Su:d@
SHUDDER	"SVdE`
SHUDDERED	"SVdE`d
SHUDDERING	"SVdE`IN
SHUDDERS	"SVdE`z
SHUE	"Su:
SHUEY	"Su:i
SHUFELT	"Su:fElt
SHUFF	"SVf
SHUFFIELD	"SV%fi:ld
SHUFFLE	"SVf@l
SHUFFLED	"SVf@ld
SHUFFLER	"SVf@lE`, "SVflE`
SHUFFLERS	"SVf@lE`z, "SVflE`z
SHUFFLES	"SVf@lz
SHUFFLING	"SVflIN, "SV"fUlIN
SHUFORD	"Su:fE`d
SHUFRO	"SVfroU
SHUGARS	"Su:gE`z
SHUGART	"SVgA:rt
SHUGHART	"SV%gA:rt
SHUGRUE	"SVgru:
SHUI	"Su:i
SHUKLA	"SVkl@
SHUKRI	"Su:kri
SHULA	"Su:l@
SHULAR	"Su:lE`
SHULDINER	"Su:ldI%nE`:
SHULER	"Su:lE`
SHULL	"SVl
SHULMAN	"SUlm@n
SHULTIS	"SVltIs
SHULTS	"SVlts
SHULTZ	"SUlts
SHULTZ'S	"SUlt"sIz
SHUM	"SVm
SHUMAKE	"Su:%meIk
SHUMAKER	"Su:%meIkE`
SHUMAN	"Su:m@n
SHUMARD	"Su:mE`d
SHUMATE	"Su:%meIt
SHUMEET	Su:"mi:t
SHUMER	"Su:mE`
SHUMPERT	"SVmpE`t
SHUMSKY	"SVmski
SHUMWAY	"SVm%weI
SHUN	"SVn
SHUNK	"SVNk
SHUNNED	"SVnd
SHUNNING	"SVnIN
SHUNS	"SVnz
SHUNT	"SVnt
SHUNTED	"SVntId
SHUNTING	"SVntIN
SHUNTO	"SVntoU
SHUNTS	"SVnts
SHUPE	"Su:p
SHUPERT	"Su:pE`t
SHUPING	"Su:pIN
SHUPP	"SVp
SHUR	"SE`:
SHURE	"SUr
SHURGARD	"SUr%gA:rd
SHURLEY	"SE`:li
SHURR	"SE`:
SHURTLEFF	"SE`:tlIf
SHURTLIFF	"SE`:tlIf
SHURTZ	"SE`:ts
SHUSTER	"SVstE`
SHUSTERMAN	"SVstE`m@n
SHUT	"SVt
SHUTDOWN	"SVt%daUn
SHUTDOWNS	"SVt%daUnz
SHUTE	"Su:t
SHUTES	"Su:ts
SHUTOUT	"SV%taUt
SHUTS	"SVts
SHUTT	"SVt
SHUTTER	"SVtE`
SHUTTERED	"SVtE`d
SHUTTERING	"SVtE`IN
SHUTTERS	"SVtE`z
SHUTTING	"SVtIN
SHUTTLE	"SVt@l
SHUTTLE'S	"SVt@lz
SHUTTLED	"SVt@ld
SHUTTLES	"SVt@lz
SHUTTLESWORTH	"SVt@lz%wE`:T
SHUTTLEWORTH	"SVt@l%wE`:T
SHUTTLING	"SVt@lIN, "SVtlIN
SHUTTS	"SVts
SHUWA	"Su:w@
SHUWA'S	"Su:w@z
SHY	"SaI
SHYING	"SaIIN
SHYJAN	"SaI%dZ{n
SHYLOCK	"SaI%lA:k
SHYLY	"SaIli
SHYMANSKI	S@"m{nski
SHYNE	"SaIn
SHYNESS	"SaIn@s
SHYSTER	"SaIstE`
SHYSTERS	"SaIstE`z
SI	"si:
SIAD	"saI{d
SIAM	saI"{m, "saI{m
SIAMESE	%saI@"mi:z
SIAN	%si:"A:n
SIANG	s"j{N, "S{N
SIANO	si:"A:%noU
SIAS	"saI
SIB	"sIb
SIBBIE	"sIbi
SIBBY	"sIbi
SIBELLE	sI"bEl
SIBERIA	saI"bIri:@
SIBERIAN	saI"bIri:@n
SIBERT	"sIbE`t
SIBIL	"sIb@l
SIBILIA	si:"bi:li:@
SIBILLA	sI"bIl@
SIBILLE	"sIbIl
SIBLE	"saIb@l
SIBLEY	"sIbli
SIBLING	"sIblIN
SIBLINGS	"sIblINz
SIBSON	"sIbs@n
SIBYL	"sIb@l
SIBYLL	"sIbIl
SIC	"sIk
SICA	"si:k@
SICARD	"sIkE`d
SICHEL	"sIk@l
SICHUAN	%sItS"wA:n
SICILIA	sI"sIlj@
SICILIAN	sI"sIli:@n
SICILIANO	si:tSi:li:"A:noU
SICILY	"sIs@li
SICK	"sIk
SICKEL	"sIk@l
SICKELS	"sIk@lz
SICKEN	"sIk@n
SICKENED	"sIk@nd
SICKENING	"sIk@nIN, "sIknIN
SICKER	"sIkE`
SICKEST	"sIk@st
SICKINGER	"sIkINE`
SICKLE	"sIk@l
SICKLER	"sIklE`
SICKLES	"sIk@lz
SICKLY	"sIkli
SICKMAN	"sIkm@n
SICKNESS	"sIkn@s
SICONOLFI	si:koU"noUlfi
SICOTTE	sI"kOt
SID	"sId
SID'S	"sIdz
SIDAK	"sId{k
SIDDALL	"sId@l
SIDDELEY	"sId@li
SIDDELL	"sId@l
SIDDEN	"sId@n
SIDDENS	"sId@nz
SIDDHARTHA	sI"dA:r%t@
SIDDIG	"sIdIg
SIDDIQI	si:"di:ki
SIDDIQUI	si:"di:kwi
SIDDLE	"sId@l
SIDDONS	"sId@nz
SIDE	"saId
SIDE'S	"saIdz
SIDE-BY-SIDE	"saIdbaI"saId
SIDEARM	"saIdA:rm
SIDEARMS	"saIdA:rmz
SIDEBAR	"saId%bA:r
SIDEBARS	"saId%bA:rz
SIDED	"saId@d, "saIdId
SIDEK	"saI%dEk
SIDEKICK	"saId%kIk
SIDELINE	"saId%laIn
SIDELINED	"saId%laInd
SIDELINES	"saId%laInz
SIDELL	"saId@l
SIDEMAN	"saId%m{n
SIDENER	"saIdnE`
SIDER	"saIdE`
SIDERCA	sI"dE`:k@
SIDERIS	"sIdE`Is
SIDEROGRAPHER	%saIdE`"Ogr@fE`
SIDEROGRAPHERS	%saIdE`"Ogr@fE`z
SIDERS	"saIdE`z
SIDERS'	"saIdE`z
SIDES	"saIdz
SIDES'	"saIdz
SIDESHOW	"saId%SoU
SIDESHOWS	"saId%SoUz
SIDESTEP	"saId%stEp
SIDESTEPPED	"saId%stEpt
SIDESTEPPING	"saId%stEpIN
SIDESTEPS	"saId%stEps
SIDESTREAM	"saId%stri:m
SIDETRACK	"saId%tr{k
SIDETRACKED	"saId%tr{kt
SIDEWALK	"saI%dwOk
SIDEWALKS	"saI%dwOks
SIDEWATER	"saI%dwOtE`
SIDEWAYS	"saI%dweIz
SIDEWINDER	"saI%dwaIndE`
SIDEWISE	"saI%dwaIz
SIDEY	"saIdi
SIDGRAPH	"sIdgr{f
SIDHU	"sIdhu:
SIDI	"sIdi
SIDING	"saIdIN
SIDLE	"saId@l
SIDLED	"saId@ld
SIDLER	"saId@lE`, "saIdlE`
SIDLES	"saId@lz
SIDLEY	"sIdli
SIDLING	"saId@lIN, "saIdlIN
SIDMAN	"sIdm@n
SIDNEY	"sIdni
SIDON	"saId@n
SIDONIA	si:"doUni:@
SIDOR	"sIdE`
SIDOTI	si:"doUti
SIDRA	"sIdr@
SIDS	"sIdz
SIDWELL	"sI%dwEl
SIE	"si:
SIEBE	"si:b
SIEBEL	"si:b@l
SIEBELS	"si:b@lz
SIEBEN	"si:b@n
SIEBENALER	"si:bIn@lE`, "si:bI%nA:lE`
SIEBER	"si:bE`
SIEBERS	"si:bE`z
SIEBERT	"si:bE`t
SIEBOLD	"si:%boUld
SIEBRECHT	"si:brIkt
SIECK	"si:k
SIECLE	"si:k@l
SIEDENBURG	"si:d@nbE`g
SIEDLECKI	si:d"lEtski
SIEDSCHLAG	"si:dSl@g
SIEFERT	"si:fE`t
SIEFERT'S	"si:fE`ts
SIEFKEN	"si:fk@n
SIEFKER	"si:fkE`
SIEG	"si:g
SIEGAL	"si:g@l
SIEGAN	"si:g@n
SIEGAN'S	"si:g@nz
SIEGE	"si:dZ
SIEGECRAFT	"si:dZ%kr{ft
SIEGEL	"si:g@l
SIEGEL'S	"si:g@lz
SIEGELL	"si:g@l
SIEGELMAN	"si:g@lm@n
SIEGENTHALER	"si:gInT@lE`
SIEGER	"si:gE`
SIEGERT	"si:gE`t
SIEGES	"si:dZIz
SIEGFRIED	"si:g%fri:d
SIEGLE	"si:g@l
SIEGLER	"si:glE`
SIEGMAN	"si:gm@n
SIEGMANN	"si:gm@n
SIEGMUND	"si:gm@nd
SIEGRIST	"si:grIst
SIEH	"si:
SIEJA	"seI@, "seIdZ@
SIEK	"si:k
SIEKIERSKI	si:"kIrski
SIEKMAN	"si:km@n
SIELAFF	si:"l{f
SIELER	"si:lE`
SIELING	"si:lIN
SIELOFF	"si:lOf
SIELSKI	"si:lski
SIEM	"si:m
SIEMEL	"si:m@l
SIEMENS	"si:m@nz
SIEMENS'S	"si:m@nz, "si:m@nzIz
SIEMER	"si:mE`
SIEMERS	"si:mE`z
SIEMINSKI	si:"mInski
SIEMON	"si:m@n
SIEMS	"si:mz
SIEMSEN	"si:ms@n
SIENKO	si:"ENkoU
SIENNA	si:"En@
SIENNA'S	si:"En@z
SIERACKI	sI"rA:tski
SIERCHIO	"si:rtSi:oU
SIERRA	si:"Er@
SIERRA'S	si:"Er@z
SIERRACIN	si:"Er@sIn
SIERRAS	si:"Er@z
SIERS	"si:rz
SIES	"si:z
SIESE	si:"Es
SIESS	"si:s
SIETSEMA	si:t"si:m@
SIEVE	"sIv
SIEVER	"si:vE`
SIEVERS	"si:vE`z
SIEVERT	"si:vE`t
SIEVES	"sIvz
SIEVING	"sIvIN
SIEW	"su:
SIEWERT	"si:wE`t
SIEWIOREK	s@"wOrIk
SIFCO	"sIfkoU
SIFERS	"saIfE`z
SIFFORD	"sIfE`d
SIFT	"sIft
SIFTED	"sIftId
SIFTING	"sIftIN
SIFTS	"sIfts
SIFUENTES	si:f"wEntEs
SIG	"sIg
SIGAFOOS	"sIg@%fu:z
SIGAL	"saIdZ@l
SIGALA	si:"gA:l@
SIGEL	"sIg@l
SIGFREDA	si:g"frEd@
SIGG	"sIg
SIGGERS	"sIgE`z
SIGGINS	"sIgInz
SIGH	"saI
SIGHED	"saId
SIGHING	"saIIN
SIGHS	"saIz
SIGHT	"saIt
SIGHT-SEER	"saIt"si:r
SIGHTED	"saIt@d, "saItId
SIGHTING	"saItIN
SIGHTINGS	"saItINz
SIGHTS	"saIts
SIGHTSEE	"saIt"si:
SIGHTSEEING	"saIt"si:IN
SIGHTSEER	"saIt"si:E`, "saIt"si:r
SIGHTSEERS	"saIt"si:E`z, "saIt"si:rz
SIGL	"sIg@l
SIGLE	"saIg@l
