!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
ACCURAY'S	ˈækjɝˌeɪz
ACCURIDE	ˈækjɝˌaɪd
ACCURSO	ɑːˈkʊrsoʊ
ACCUSATION	ˌækjəˈzeɪʃən, ˌækjuːˈzeɪʃən
ACCUSATIONS	ˌækjəˈzeɪʃənz, ˌækjuːˈzeɪʃənz
ACCUSATIVE	əˈkjuːzətɪv
ACCUSATORY	əˈkjuːzəˌtɔri
ACCUSE	əˈkjuːz
ACCUSED	əˈkjuːzd
ACCUSER	əˈkjuːzɝ
ACCUSERS	əˈkjuːzɝz
ACCUSES	əˈkjuːzɪz
ACCUSING	əˈkjuːzɪŋ
ACCUSINGLY	əˈkjuːzɪŋli
ACCUSTOM	əˈkʌstəm
ACCUSTOMED	əˈkʌstəmd
ACCUTANE	ˈækjuːˌteɪn
ACE	ˈeɪs
ACECOMM	ˈeɪskɑːm
ACED	ˈeɪst
ACER	ˈeɪsɝ
ACERBIC	əˈsɛrbɪk
ACERO	əˈsɛroʊ, əsˈjɛroʊ, əˈθɛroʊ
ACERRA	əˈsɛrə
ACES	ˈeɪsɪz
ACETAMINOPHEN	əˌsiːtəˈmɪnəfən
ACETATE	ˈæsəˌteɪt
ACETIC	əˈsɛtɪk, əˈsiːtɪk
ACETO	ɑːˈsɛtoʊ
ACETOCHLOR	ɑːˈsɛtoʊˌklɔr
ACETONE	ˈæsəˌtoʊn
ACETOSYRINGONE	əˌsɛtoʊˈsɪrɪŋgɔn
ACETYLCHOLINE	əˌsɛtəlˈkoʊliːn, əˌsiːtəlˈkoʊliːn
ACETYLENE	əˈsɛtəˌliːn
ACEVEDO	æsəˈveɪdoʊ
ACEVES	ɑːˈseɪvɛs
ACEY	ˈeɪsi
ACHAEAN	əˈtʃiːən
ACHATZ	ˈækəts
ACHE	ˈeɪk
ACHEBE	ɑːˈtʃeɪbi
ACHED	ˈeɪkt
ACHEE	əˈtʃiː
ACHENBACH	ˈækɪnbɑːk
ACHENBAUM	ˈækənˌbaʊm
ACHES	ˈeɪks
ACHESON	ˈætʃəsən
ACHESON'S	ˈætʃəsənz
ACHESONS	ˈætʃəsənz
ACHEY	ˈætʃi
ACHIEVA	əˈtʃiːvə
ACHIEVABLE	əˈtʃiːvəbəl
ACHIEVE	əˈtʃiːv
ACHIEVED	əˈtʃiːvd
ACHIEVEMENT	əˈtʃiːvmənt
ACHIEVEMENTS	əˈtʃiːvmənts
ACHIEVER	əˈtʃiːvɝ
ACHIEVERS	əˈtʃiːvɝz
ACHIEVES	əˈtʃiːvz
ACHIEVING	əˈtʃiːvɪŋ
ACHILLE	əˈkɪli
ACHILLES	əˈkɪliːz
ACHILLES'	əˈkɪliːz
ACHING	ˈeɪkɪŋ
ACHINGLY	ˈeɪkɪŋli
ACHMED	ˈɑːhmɛd
ACHOA	əˈtʃoʊə
ACHOA'S	əˈtʃoʊəz
ACHOO	ˌɑːˈtʃuː
ACHOR	ˈeɪkɝ
ACHORD	ˈækɔrd
ACHORN	ˈækɝn
ACHTENBERG	ˈæktɛnbɝg
ACHTERBERG	ˈæktɝbɝg
ACHY	ˈeɪki
ACID	ˈæsəd
ACIDIC	əˈsɪdɪk
ACIDIFICATION	əˌsɪdəfəˈkeɪʃən
ACIDIFIED	əˈsɪdəˌfaɪd
ACIDIFIES	əˈsɪdəˌfaɪz
ACIDIFY	əˈsɪdəˌfaɪ
ACIDITY	əˈsɪdəti
ACIDLY	ˈæsədli
ACIDOSIS	ˌæsəˈdoʊsəs
ACIDS	ˈæsədz
ACIDURIA	ˌæsəˈdʊriːə
ACIERNO	ɑːˈsɪrnoʊ
ACK	ˈæk
ACKER	ˈækɝ
ACKER'S	ˈækɝz
ACKERLEY	ˈækɝli
ACKERLY	ˈækɝli
ACKERMAN	ˈækɝmən
ACKERMANN	ˈækɝmən
ACKERMANVILLE	ˈækɝmənvɪl
ACKERSON	ˈækɝsən
ACKERT	ˈækɝt
ACKHOUSE	ˈækˌhaʊs
ACKLAND	ˈæklənd
ACKLES	ˈækəlz
ACKLEY	ˈækli
ACKLIN	ˈæklɪn
ACKMAN	ˈækmən
ACKNOWLEDGE	ækˈnɑːlɪdʒ
ACKNOWLEDGEABLE	ækˈnɑːlɪdʒəbəl
ACKNOWLEDGED	ækˈnɑːlɪdʒd
ACKNOWLEDGEMENT	ækˈnɑːlɪdʒmənt
ACKNOWLEDGEMENTS	ækˈnɑːlɪdʒmənts
ACKNOWLEDGES	ækˈnɑːlɪdʒɪz
ACKNOWLEDGING	ækˈnɑːlɪdʒɪŋ
ACKNOWLEDGMENT	ækˈnɑːlɪdʒmənt
ACKROYD	ˈæˌkrɔɪd
ACKROYD'S	ˈæˌkrɔɪdz
ACMAT	ˈækmæt
ACMAT'S	ˈækmæts
ACME	ˈækmi
ACME'S	ˈækmiːz
ACNE	ˈækni
ACOCELLA	ɑːkoʊˈtʃɛlə
ACOFF	ˈækɔf
ACOG	əˈkɔg
ACOLYTE	ˈækəˌlaɪt
ACOLYTES	ˈækəˌlaɪts
ACORD	əˈkɔrd
ACORDIA	əˈkɔrdiːə
ACORN	ˈeɪkɔrn
ACORN'S	ˈeɪkɔrnz
ACORNS	ˈeɪkɔrnz
ACOSTA	əˈkɔstə
ACOTT	ˈeɪkɔt
ACOUSTIC	əˈkuːstɪk
ACOUSTICAL	əˈkuːstɪkəl
ACOUSTICALLY	əˈkuːstɪkli
ACOUSTICS	əˈkuːstɪks
ACQUAINT	əˈkweɪnt
ACQUAINTANCE	əˈkweɪntəns
ACQUAINTANCES	əˈkweɪntənsɪz
ACQUAINTANCESHIP	əˈkweɪntənsʃɪp
ACQUAINTED	əˈkweɪntɪd, əˈkweɪnɪd
ACQUAVIVA	ɑːkwɑːˈviːvə
ACQUIESCE	ˌækwiːˈɛs
ACQUIESCED	ˌækwiːˈɛst
ACQUIESCENCE	ˌækwiːˈɛsəns
ACQUIESCING	ˌækwiːˈɛsɪŋ
ACQUIRE	əˈkwaɪɝ
ACQUIRED	əˈkwaɪɝd
ACQUIRER	əˈkwaɪɝɝ
ACQUIRER'S	əˈkwaɪɝɝz
ACQUIRERS	əˈkwaɪɝɝz
ACQUIRES	əˈkwaɪɝz
ACQUIRING	əˈkwaɪrɪŋ, əˈkwaɪɝɪŋ
ACQUISITION	ˌækwəˈzɪʃən
ACQUISITION'S	ˌækwəˈzɪʃənz
ACQUISITIONS	ˌækwəˈzɪʃənz
ACQUISITIVE	əˈkwɪzətɪv
ACQUIT	əˈkwɪt
ACQUITAINE	ˈækwɪˌteɪn
ACQUITS	əˈkwɪts
ACQUITTAL	əˈkwɪtəl
ACQUITTALS	əˈkwɪtəlz
ACQUITTED	əˈkwɪtɪd
ACQUITTING	əˈkwɪtɪŋ
ACRE	ˈeɪkɝ
ACREAGE	ˈeɪkərɪdʒ, ˈeɪkrɪdʒ
ACREE	əˈkriː
ACRES	ˈeɪkɝz
ACREY	ˈækri
ACRI	ˈɑːkri
ACRID	ˈækrɪd
ACRIMONIOUS	ˌækrəˈmoʊniːəs
ACRIMONY	ˈækrɪˌmoʊni
ACRO	ˈækroʊ
ACROBAT	ˈækrəˌbæt
ACROBATIC	ˌækrəˈbætɪk
ACROBATICS	ˌækrəˈbætɪks
ACROBATS	ˈækrəˌbæts
ACROLEIN	ˈækroʊˌliːn
ACRONYM	ˈækrənɪm
ACRONYMS	ˈækrənɪmz
ACROPOLIS	əˈkrɑːpələs
ACROSS	əˈkrɔs
ACRYLIC	əˈkrɪlɪk
ACRYLICS	əˈkrɪlɪks
ACT	ˈækt
ACT'S	ˈækts
ACTAVA	ˌækˈtɑːvə
ACTAVA'S	ˌækˈtɑːvəz
ACTAVAS	ˌækˈtɑːvəz
ACTED	ˈæktɪd
ACTEL	ˈæktɛl
ACTIGALL	ˈæktɪgɔl
ACTIN	ˈæktən
ACTING	ˈæktɪŋ
ACTINIDE	ˈæktɪˌnaɪd
ACTINIDIA	ˌæktɪˈnɪdiːə
ACTINOMYCOSIS	ˌækˌtɪnoʊˌmaɪˈkoʊsɪs
ACTION	ˈækʃən
ACTION'S	ˈækʃənz
ACTIONABLE	ˈækʃənəbəl
ACTIONS	ˈækʃənz
ACTIVASE	ˈæktɪˌveɪz
ACTIVATE	ˈæktəˌveɪt
ACTIVATED	ˈæktɪˌveɪtɪd
ACTIVATES	ˈæktəˌveɪts
ACTIVATING	ˈæktəˌveɪtɪŋ
ACTIVATION	ˌæktəˈveɪʃən
ACTIVATOR	ˈæktəˌveɪtɝ
ACTIVE	ˈæktɪv
ACTIVE'S	ˈæktɪvz
ACTIVELY	ˈæktɪvli
ACTIVES	ˈæktɪvz
ACTIVISION	ˈæktɪˌvɪʒən
ACTIVISM	ˈæktɪˌvɪzəm
ACTIVIST	ˈæktɪvɪst
ACTIVISTS	ˈæktɪvɪsts
ACTIVISTS'	ˈæktɪvɪsts
ACTIVITIES	ækˈtɪvɪtiːz
ACTIVITY	ækˈtɪvɪti
ACTMEDIA	æktˈmiːdiːə
ACTODINE	ˈæktoʊˌdaɪn
ACTON	ˈæktən
ACTOR	ˈæktɝ
ACTOR'S	ˈæktɝz
ACTORS	ˈæktɝz
ACTORS'	ˈæktɝz
ACTRESS	ˈæktrəs
ACTRESS'S	ˈæktrəsɪz
ACTRESSES	ˈæktrəsɪz
ACTS	ˈækts, ˈæks
ACTUAL	ˈæktʃəwəl, ˈækʃəl
ACTUALITY	ˌæktʃuːˈæləˌtiː
ACTUALIZE	ˈækˌtʃuːəˌlaɪz
ACTUALLY	ˈækˌtʃuːəli, ˈæktʃli, ˈækʃəli
ACTUARIAL	ˌækˌtʃuːˈɛriːəl
ACTUARIES	ˈækˌtʃuːˈɛˌriːz
ACTUARY	ˈæktʃuːˈɛˌriː
ACTUATE	ˈækˌtʃuːˈeɪt
ACTUATOR	ˈæktjuːˌeɪtɝ, ˈæktʃuːˌeɪtɝ
ACTUATORS	ˈæktjuːˌeɪtɝz, ˈæktʃuːˌeɪtɝz
ACTUS	ˈæktəs
ACUFF	əˈkʌf
ACUITY	əˈkjuːəti
ACUMEN	əˈkjuːmən
ACUNA	ɑːˈkuːnə
ACUPUNCTURE	ˈækjuːˌpəŋktʃɝ
ACURA	ˈækjɝə
ACURA'S	ˈækjɝəz
ACURAS	ˈækjɝəz
ACUSON	ˌæˈkjuːsən
ACUSTAR	ˈækjuːˌstɑːr
ACUSYST	ˈækjuːsɪst
ACUTE	əˈkjuːt
ACUTELY	əˈkjuːtli
ACUTENESS	əˈkjuːtnəs
ACYCLOVIR	əˈsɪkloʊˌvɪr
AD	ˈæd
AD'S	ˈædz
AD-HOC	ˈædˈhɑːk
AD-LIB	ˈædˈlɪb
AD-NAUSEAM	ˈædˈnɔziːɑːm
AD-NAUSEUM	ˈædˈnɔziːəm
ADA	ˈeɪdə
ADA'S	ˈeɪdəz
ADABEL	ˈædəbɛl
ADABELLE	ˈædəbəl
ADACHI	ɑːˈdɑːki
ADAGE	ˈædədʒ
ADAGIO	əˈdɑːʒiːˌoʊ
ADAH	ˈædɑː
ADAIR	əˈdɛr
ADAIRE	ɑːˈdɛr
ADAK	əˈdæk
ADALAH	ɑːˈdɑːlə
ADALIA	ɑːˈdɑːliːə
ADAM	ˈædəm
ADAM'S	ˈædəmz
ADAMANT	ˈædəmənt
ADAMANTLY	ˈædəməntli
ADAMCIK	ˈɑːdəmtʃɪk
ADAMCZAK	ˈɑːdəmtʃæk
ADAMCZYK	ˈɑːdəmtʃɪk
ADAME	ɑːˈdɑːmi
ADAMEC	əˈdɑːmɛk
ADAMEK	əˈdɑːmɛk
ADAMES	əˈdeɪmz
ADAMI	ɑːˈdɑːmi
ADAMIK	əˈdɑːmɪk
ADAMINA	ɑːdɑːˈmiːnə
ADAMKUS	ˈædəmkəs
ADAMO	ɑːˈdɑːmoʊ
ADAMOWICZ	əˈdɑːməvɪtʃ
ADAMS	ˈædəmz
ADAMS'	ˈædəmz
ADAMS'S	ˈædəmzɪz
ADAMSKI	əˈdæmˌskiː
ADAMSON	ˈædəmsən
ADAMSTOWN	ˈædəmˌstaʊn
ADAN	ˈeɪdən
ADAPSO	əˈdæpsoʊ
ADAPT	əˈdæpt
ADAPTABILITY	əˌdæptəˈbɪləti
ADAPTABLE	əˈdæptəbəl
ADAPTAPLEX	əˈdæptəˌplɛks
ADAPTATION	ˌædəpˈteɪʃən
ADAPTATIONS	ˌædæpˈteɪʃənz, ˌædəpˈteɪʃənz
ADAPTEC	əˈdæpˌtɛk
ADAPTEC'S	əˈdæpˌtɛks
ADAPTED	əˈdæptɪd
ADAPTER	əˈdæptɝ
ADAPTERS	əˈdæptɝz
ADAPTING	əˈdæptɪŋ
ADAPTIVE	əˈdæptɪv
ADAPTOR	əˈdæptɝ
ADAPTORS	əˈdæptɝz
ADAPTS	əˈdæpts
ADAR	əˈdɑːr
ADARAND	ˈædəˌrænd
ADAS	ˈeɪdəz
ADAY	əˈdeɪ
ADAZA	əˈdɑːzə
ADCOCK	ədˈkɑːk
ADCOX	ədˈkɑːks
ADD	ˈæd
ADDAIR	əˈdɛr
ADDAMS	ˈædəmz
ADDED	ˈædɪd
ADDENDUM	əˈdɛndəm
ADDENDUMS	əˈdɛndəmz
ADDEO	ˈɑːdiːoʊ
ADDER	ˈædɝ
ADDERLEY	əˈdɝːli
ADDICKS	ˈædɪks
ADDICT	əˈdɪkt, ˈæˌdɪkt
ADDICTED	əˈdɪktɪd
ADDICTING	əˈdɪktɪŋ
ADDICTION	əˈdɪkʃən
ADDICTIONS	əˈdɪkʃənz
ADDICTIVE	əˈdɪktɪv
ADDICTS	əˈdɪkts, ˈæˌdɪkts
ADDIDAS	əˈdiːdəs
ADDIDAS'	əˈdiːdəs
ADDIDAS'S	əˈdiːdəsɪz
ADDIDASES	əˈdiːdəsɪz
ADDIE	ˈædi
ADDING	ˈædɪŋ
ADDINGTON	ˈædɪŋtən
ADDIS	ˈɑːdɪs
ADDIS-ABABA	ˈɑːdɪsəˈbɑːbɑː, ˈɑːdiːsəˈbɑːbɑː
ADDISON	ˈædɪsən
ADDISON'S	ˈædɪsənz
ADDITION	əˈdɪʃən
ADDITIONAL	əˈdɪʃənəl
ADDITIONALLY	əˈdɪʃəˌnəli
ADDITIONS	əˈdɪʃənz
ADDITIVE	ˈædɪtɪv
ADDITIVES	ˈædɪtɪvz
ADDLE	ˈædəl
ADDLED	ˈædəld
ADDLEMAN	ˈædəlmən
ADDRESS	ˈæˌdrɛs, æˈdrɛs
ADDRESSABLE	æˈdrɛsəbəl
ADDRESSED	əˈdrɛst
ADDRESSEE	ˌædrɛˈsiː
ADDRESSES	ˈæˈdrɛsɪz, æˈdrɛsɪz
ADDRESSING	æˈdrɛsɪŋ
ADDS	ˈædz
ADDUCI	ɑːˈduːtʃi
ADDUCT	ˈædəkt
ADDWEST	ˌæˈdwɛst
ADDY	ˈædi
ADDYSTON	ˈædiːstən
ADE	ˈeɪd
ADEE	əˈdiː
ADEL	əˈdɛl
ADELA	əˈdɛlə
ADELAAR	ˈædəˌlɑːr
ADELAIDE	ˈædəˌleɪd
ADELANTO	ædəˈlɑːntoʊ
ADELBERT	əˈdɛlbɝt
ADELE	əˈdɛl
ADELE'S	əˈdɛlz
ADELINE	ˈædəˌlaɪn
ADELIZZI	ˌædəˈliːzi
ADELL	əˈdɛl
ADELL'S	əˈdɛlz
ADELLE	əˈdɛl
ADELMAN	ˈædəlmən, ˈɛdəlmən
ADELMANN	ˈædəlmən
ADELPHA	əˈdɛlfə
ADELPHI	əˈdɛlfi
ADELPHIA	əˈdɛlfiːə
ADELPHIA'S	əˈdɛlfiːəz
ADELSBERGER	ˈædɪlzbɝgɝ
ADELSON	ˈædəlsən
ADELSTEIN	ˈædəlstaɪn, ˈædəlstiːn
ADEN	ˈeɪdən
ADENA	ˈædɪnə
ADENAUER	ˈeɪdəˌnaʊr, ˈædəˌnaʊr
ADENINE	ˈædəˌniːn
ADENOID	ˈædəˌnɔɪd
ADENOIDS	ˈædəˌnɔɪdz
ADENOSCAN	əˈdɛnəˌskæn
ADENOSINE	əˈdɛnəˌsiːn
ADENOVIRUS	əˈdɛnəˌvaɪrəs
ADEPT	əˈdɛpt
ADEQUACY	ˈædəkwəsi
ADEQUATE	ˈædəkwət, ˈædəˌkweɪt
ADEQUATELY	ˈædəkwɪtli
ADER	ˈeɪdɝ
ADERHOLD	ˈædɝhoʊld
ADERHOLT	ˈædɝhoʊlt
ADERMAN	ˈædɝmən
ADES	ˈeɪdz
ADEY	ˈeɪdi
ADGER	ˈædʒɝ
ADHAM	ˈædhæm
ADHERE	ədˈhɪr
ADHERED	ædˈhɪrd
ADHERENCE	ədˈhɪrəns
ADHERENT	ədˈhɪrənt
ADHERENTS	ædˈhɪrənts
ADHERES	ədˈhɪrz
ADHERING	ədˈhɪrɪŋ
ADHESION	ædˈhiːʒən
ADHESIVE	ædˈhiːsɪv, ədˈhiːsɪv
ADHESIVES	ædˈhiːsɪvz, ədˈhiːsɪvz
ADIA	ˈɑːdiːə
ADID	əˈdɪd
ADIDAS	əˈdiːdəs
ADIDAS'S	əˈdiːdəsɪz
ADIEU	əˈduː
ADIN	əˈdɪn
ADINA	ɑːˈdiːnə
ADINE	ɑːˈdiːni
ADINOLFI	ɑːdiːˈnoʊlfi
ADIOS	ˌɑːdiːˈoʊs
ADIPOSE	ˈædəˌpoʊs
ADIRONDACK	ˌædɝˈɑːndæk
ADISQ	əˈdɪsk, ˈeɪdɪsk
ADJACENT	əˈdʒeɪsənt
ADJANI	ædˈdʒɑːni
ADJECTIVE	ˈædʒɪktɪv
ADJECTIVES	ˈædʒɪktɪvz
ADJOIN	əˈdʒɔɪn
ADJOINING	əˈdʒɔɪnɪŋ
ADJOINS	əˈdʒɔɪnz
ADJOURN	əˈdʒɝːn
ADJOURNED	əˈdʒɝːnd
ADJOURNING	əˈdʒɝːnɪŋ
ADJOURNMENT	əˈdʒɝːnmənt
ADJOURNS	əˈdʒɝːnz
ADJUDGE	əˈdʒʌdʒ
ADJUDGED	əˈdʒʌdʒd
ADJUDICATE	əˈdʒuːdɪˌkeɪt
ADJUDICATED	əˈdʒuːdəˌkeɪtɪd
ADJUDICATING	əˈdʒuːdɪˌkeɪtɪŋ
ADJUDICATION	əˌdʒuːdəˈkeɪʃən
ADJUNCT	ˈæˌdʒəŋkt
ADJUNCTS	ˈæˌdʒəŋkts
ADJUST	əˈdʒʌst
ADJUSTABLE	əˈdʒʌstəbəl
ADJUSTABLES	əˈdʒʌstəbəlz
ADJUSTED	əˈdʒʌstɪd
ADJUSTER	əˈdʒʌstɝ
ADJUSTERS	əˈdʒʌstɝz
ADJUSTING	əˈdʒʌstɪŋ
ADJUSTMENT	əˈdʒʌstmənt
ADJUSTMENTS	əˈdʒʌstmənts
ADJUSTS	əˈdʒʌsts
ADJUTANT	ˈædʒətənt
ADKINS	ˈædkɪnz
ADKINSON	ˈædkɪnsən
ADKISON	ˈædkɪsən
ADKISSON	ˈædkɪsən
ADL-TABATABA	ˌɑːdəlˌtɑːbəˈtɑːbə
ADL-TABATABAI	ˌɑːdəlˌtɑːbəˌtəˈbaɪ
ADLAI	ɑːdˈlɑːi
ADLER	ˈædlɝ
ADLER'S	ˈædlɝz
ADLERS	ˈædlɝz
ADLEY	ˈædli
ADLON	ˈædlɑːn
ADLONG	ˈædlɔŋ
ADMAN	ˈædmən
ADMEN	ˈædmən
ADMIN	ˈædmɪn
ADMINISTER	ədˈmɪnɪstɝ
ADMINISTERED	ədˈmɪnɪstɝd
ADMINISTERING	ædˈmɪnɪˌstɝːɪŋ
ADMINISTERS	ædˈmɪnɪstɝz
ADMINISTRATE	ædˈmɪnɪˌstreɪt
ADMINISTRATING	ədˈmɪnɪˌstreɪtɪŋ
ADMINISTRATION	ædˌmɪnɪˈstreɪʃən
ADMINISTRATION'S	ædˌmɪnɪˈstreɪʃənz
ADMINISTRATIONS	ædˌmɪnɪˈstreɪʃənz
ADMINISTRATIONS'	ædˌmɪnɪˈstreɪʃənz
ADMINISTRATIVE	ədˈmɪnɪˌstreɪtɪv
ADMINISTRATIVELY	ædˌmɪnɪˈstreɪtɪvli
ADMINISTRATOR	ədˈmɪnɪˌstreɪtɝ
ADMINISTRATOR'S	ædˈmɪnɪˌstreɪtɝz
ADMINISTRATORS	ædˈmɪnɪˌstreɪtɝz
ADMINISTRATORS'	ædˈmɪnɪˌstreɪtɝz
ADMINS	ˈædmɪnz
ADMIRA	ædˈmaɪrə
ADMIRA'S	ædˈmaɪrəz
ADMIRABLE	ˈædmɝəbəl, ˈædmrəbəl
ADMIRABLY	ˈædmɝəbli
ADMIRAL	ˈædmɝəl
ADMIRAL'S	ˈædmɝəlz
ADMIRALS	ˈædmɝəlz
ADMIRALTY	ˈædmɝəlti
ADMIRATION	ˌædmɝˈeɪʃən
ADMIRATIONS	ˌædmɝˈeɪʃənz
ADMIRE	ædˈmaɪr
ADMIRED	ədˈmaɪɝd
ADMIRER	ædˈmaɪrɝ
ADMIRERS	ədˈmaɪrɝz
ADMIRES	ædˈmaɪrz
ADMIRING	ædˈmaɪrɪŋ
ADMIRINGLY	ædˈmaɪrɪŋli
ADMISSIBILITY	ədˌmɪsəˈbɪləti
ADMISSIBLE	ədˈmɪsəbəl
ADMISSION	ædˈmɪʃən, ədˈmɪʃən
ADMISSIONS	ædˈmɪʃənz, ədˈmɪʃənz
ADMIT	ədˈmɪt
ADMITS	ədˈmɪts
ADMITTANCE	ədˈmɪtəns
ADMITTED	ədˈmɪtəd
ADMITTEDLY	ædˈmɪtɪdli
ADMITTING	ædˈmɪtɪŋ, ədˈmɪtɪŋ
ADMONISH	ædˈmɑːnɪʃ
ADMONISHED	ədˈmɑːnɪʃt
ADMONISHES	ædˈmɑːnɪʃɪz
ADMONISHING	ædˈmɑːnɪʃɪŋ
ADMONISHMENT	ædˈmɑːnɪʃmɛnt
ADMONITION	ˌædməˈnɪʃən
ADMONITIONS	ˌædməˈnɪʃənz
ADMONITORY	ˌædˈmɔnɪˌtɔri
ADNAN	ˈædnən
ADNEY	ˈædni
ADO	əˈduː
ADOBE	əˈdoʊbi
ADOBE'S	əˈdoʊbiːz
ADOLESCENCE	ˌædəˈlɛsəns, ˌædoʊˈlɛsəns
ADOLESCENT	ˌædəˈlɛsənt, ˌædoʊˈlɛsənt
ADOLESCENTS	ˌædəˈlɛsənts, ˌædoʊˈlɛsənts
ADOLF	ˈeɪdɑːlf
ADOLF'S	ˈeɪdɑːlfs
ADOLFO	əˈdɑːlˌfoʊ
ADOLPH	ˈeɪdɔlf
ADOLPHA	ɑːˈdoʊlfə
ADOLPHSON	ˈædoʊlfsən
ADOLPHUS	əˈdɔlfəs
ADON	ɑːˈdɔn
ADONIA	ɑːˈdoʊniːə
ADONIS	əˈdɑːnəs
ADOPT	əˈdɑːpt
ADOPTABLE	əˈdɑːptəbəl
ADOPTED	əˈdɑːptəd
ADOPTEE	əˈdɑːpˈtiː
ADOPTEES	əˈdɑːpˈtiːz
ADOPTER	əˈdɑːptɝ
ADOPTERS	əˈdɑːptɝz
ADOPTING	əˈdɑːptɪŋ
ADOPTION	əˈdɑːpʃən
ADOPTIONS	əˈdɑːpʃənz
ADOPTIVE	əˈdɑːptɪv
ADOPTS	əˈdɑːpts
ADOR	ɑːˈdɔr
ADORA	ɑːˈdɔrə
ADORABELLE	ˈædɝəbəl
ADORABLE	əˈdɔrəbəl
ADORATION	ˌædɝˈeɪʃən
ADORE	əˈdɔr
ADORED	əˈdɔrd
ADOREE	ædɝˈiː
ADOREES	ædɝˈiːz
ADORES	əˈdɔrz
ADORING	əˈdɔrɪŋ
ADORN	əˈdɔrn
ADORNA	ɑːˈdɔrnə
ADORNED	əˈdɔrnd
ADORNING	əˈdɔrnɪŋ
ADORNMENT	əˈdɔrnmənt
ADORNO	ɑːˈdɔrnoʊ
ADORNS	əˈdɔrnz
ADRA	ˈeɪdrə
ADRAGNA	ɑːˈdrɑːgnə
ADRDA	ˈeɪdɝdə
ADREA	ˈɑːdriːə
ADRENAL	əˈdriːnəl
ADRENALIN	əˈdrɛnəlɪn
ADRENALINE	əˈdrɛnələn
ADRIA	ˈɑːdriːə
ADRIAN	ˈeɪdriːən
ADRIANA	ˌeɪdriːˈænə
ADRIANCE	ɑːˈdriːəns
ADRIANO	ɑːdriːˈɑːnoʊ
ADRIATIC	ˌeɪdriːˈætɪk
ADRIEL	əˈdriːl
ADRIENNE	ɑːdriːˈɛn
ADRIFT	əˈdrɪft
ADROIT	əˈdrɔɪt
ADROITLY	əˈdrɔɪtli
ADS	ˈædz
ADS'	ˈædz
ADSIT	ˈædsɪt
ADSS	ˈæds, ˈeɪˈdiːˈɛˈsɛs
ADSTAR	ˈædstɑːr
ADSTEAM	ˈædstiːm
ADTEC	ˈædˌtɛk
ADULATE	ˈædʒəˌleɪt
ADULATION	ˌædʒəˈleɪʃən
ADULIADAE	əˌduːliːˈɑːdeɪ
ADULT	əˈdʌlt, ˈædəlt
ADULTERATE	əˈdʌltɝˌeɪt
ADULTERATED	əˈdʌltɝˌeɪtɪd
ADULTERATES	əˈdʌltɝˌeɪts
ADULTERATION	əˌdəltɝˈeɪʃən
ADULTERER	əˈdʌltɝɝ
ADULTERERS	əˈdʌltɝɝz
ADULTEROUS	əˈdʌltɝəs
ADULTERY	əˈdʌltɝi
ADULTHOOD	əˈdʌltˌhʊd
ADULTS	əˈdʌlts, ˈædəlts
ADULTS'	əˈdʌlts, ˈædəlts
ADUSDUR	ˈædəsdɝ
ADVACARE	ˈædvəˌkɛr
ADVALUE	ˈædvəˌluː
ADVANCE	ədˈvæns
ADVANCE'S	ədˈvænsɪz
ADVANCED	ədˈvænst
ADVANCEMENT	ədˈvænsmənt
ADVANCEMENTS	ədˈvænsmənts
ADVANCER	ədˈvænsɝ
ADVANCERS	ədˈvænsɝz
ADVANCES	ədˈvænsɪz
ADVANCING	ədˈvænsɪŋ
ADVANI	ædˈvɑːni
ADVANTA	ædˈvæntə, ədˈvæntə
ADVANTA'S	ædˈvæntəz, ədˈvæntəz
ADVANTAGE	ædˈvæntɪdʒ
ADVANTAGED	ædˈvæntɪdʒd
ADVANTAGEOUS	ˌædvənˈteɪdʒəs
ADVANTAGES	ædˈvæntɪdʒɪz
ADVANTEST	ædˈvæntəst
ADVECTION	ædˈvɛkʃən
ADVENT	ˈædˌvɛnt
ADVENTIST	ˈædˌvɛntɪst
ADVENTISTS	ˈædˌvɛntɪsts, ˈædˌvɛntɪs
ADVENTURE	ædˈvɛntʃɝ, ədˈvɛntʃɝ
ADVENTURER	ædˈvɛntʃɝɝ, ədˈvɛntʃɝɝ
ADVENTURERS	ædˈvɛntʃɝɝz, ədˈvɛntʃɝɝz
ADVENTURES	ædˈvɛntʃɝz
ADVENTURESOME	ædˈvɛntʃɝsəm
ADVENTURISM	ædˈvɛntʃɝˌɪzəm
ADVENTUROUS	ædˈvɛntʃɝəs
ADVERB	ˈædvɝb
ADVERBIAL	ædˈvɝːbiːəl
ADVERBS	ˈædvɝbz
ADVERSARIAL	ˌædvɝˈsɛriːəl
ADVERSARIES	ˈædvɝˌsɛriːz
ADVERSARY	ˈædvɝˌsɛri
ADVERSE	ædˈvɝːs, ˈædˌvɝːs, ˌædˈvɝːs
ADVERSELY	ædˈvɝːsli
ADVERSITY	ædˈvɝːsɪˌtiː
ADVERTISE	ˈædvɝˌtaɪz
ADVERTISED	ˈædvɝˌtaɪzd, ˌædvɝˈtaɪzd
ADVERTISEMENT	ædˈvɝːtəzmənt, ˌædvɝˈtaɪzmənt
